Gatenavn,Kommentar,Dato,Tidpunkt,lat,lon
NORDLANDSGATA,Amt. Meinichs Gt – Birch–Reichenw.Gt,26.04.2023,07.00-19.00,59.943419,10.7728633
NORDLISLETTA,Hele,21.04.2023,07.00-19.00,59.9512881,10.8792305
NORDLISVINGEN,Hele,21.04.2023,07.00-19.00,59.9508059,10.8825582
NORDLIVEIEN,Fougners Vei – Fougners Vei,02.05.2023,07.00-19.00,59.9259655,10.7810981
NORDLYSVEIEN,Hele,04.05.2023,07.00-19.00,59.9554572,10.7882783
NORDRAAKS GATE,Gimlevn – Frognervn – Munthes Gt,14.04.2023,07.00-19.00,59.922599,10.7076957
NORDRE GATE,Nedre Gate – Toftes Gt,11.05.2023,19.00-07.00,59.9210844,10.7579434
NORDRE ÅSEN IDRETTSPARK,P-plass,20.04.2023,19.00-07.00,59.9409495,10.7753402
NORDSETER TERRASSE,Hele,24.04.2023,07.00-19.00,59.8695699,10.8009216
NORDSETERVEIEN,Hele,21.04.2023,07.00-19.00,59.8778934,10.7929066
NORDSTJERNEVEIEN,Hele,09.05.2023,07.00-19.00,59.9613722,10.7898663
NORDSTRAND TERRASSE,Hele,13.04.2023,07.00-19.00,59.8628338,10.785358
NORDSTRANDVEIEN,Hele,23.04.2023,19.00-07.00,59.8604318,10.8073429
NORDTVETBAKKEN,Hele,21.04.2023,07.00-19.00,59.9516728,10.8786252
NORDTVETVEIEN,Kalbakkveien-snuplass,21.04.2023,07.00-19.00,59.9524826,10.8730141
NORDTVETVEIEN,Rødtvedtveien-Kalbakkveien,25.04.2023,19.00-07.00,59.9524826,10.8730141
NORDÅSSLØYFA,Hele,26.04.2023,07.00-19.00,59.8316053,10.7834452
NORDÅSVEIEN,Hele,26.04.2023,19.00-07.00,59.8300222,10.7847698
NOREVEIEN,Hele,24.04.2023,07.00-19.00,59.9327978,10.6651772
NORHEIMBAKKEN,Hele,02.05.2023,07.00-19.00,59.9375718,10.6655906
NORMANNSGATA,Åkebergveien – Sons Gate,05.05.2023,07.00-19.00,59.9113317,10.7814293
NUGGERUDVEIEN,Hele,05.05.2023,07.00-19.00,59.9425615,10.9430659
NUMEDALSGATA,Hedmarksgata – Østerdalsgata,12.05.2023,07.00-19.00,59.9105099,10.7887328
NYBROTTVEIEN,Hele,08.05.2023,07.00-19.00,59.9475547,10.9375763
NYBRUA,Storgata – Trondheimsveien,08.05.2023,19.00-07.00,59.9177427,10.7591713
NYBYGGERVEIEN,Hele,25.04.2023,07.00-19.00,59.9481626,10.9109024
NYCOVEIEN,Sandakerveien – Vitaminveien,23.04.2023,19.00-07.00,59.9458739,10.7728207
NYGÅRD TERRASSE,Hele,03.05.2023,07.00-19.00,59.9514998,10.7595617
NYGÅRDS ALLÈ,Hele,03.05.2023,07.00-19.00,59.9495182,10.7575586
NYJORDEVEIEN,Hele,27.04.2023,07.00-19.00,59.8307648,10.8383087
NYJORDSTUBBEN,Inn til snuplass,27.04.2023,07.00-19.00,59.8290601,10.8400555
NYLANDSVEIEN,Rundkjøring O/Bussterm. – Vahls Gate,27.04.2023,19.00-07.00,59.9110112,10.7575524
NYLÆNDE,Lambertseterveien – Feltspatveien,21.04.2023,07.00-19.00,59.8767107,10.8171419
NYLÆNDE,Lambertseterveien – snuplass,24.04.2023,07.00-19.00,59.8767107,10.8171419
NYPEVEIEN,Hele,08.05.2023,07.00-19.00,59.9588699,10.7496829
NYQUISTVEIEN,Hele,21.04.2023,07.00-19.00,59.8722878,10.7916852
NÅKKVES VEI,Hele,20.04.2023,07.00-19.00,59.9166749,10.8439373
NØKLESVINGEN,Hele,04.05.2023,07.00-19.00,59.8779275,10.8531183
NØKLEVEIEN,Hele,04.05.2023,07.00-19.00,59.8788422,10.8515286
NØTTEKNEIKA,Hele,13.04.2023,07.00-19.00,59.8539542,10.7970462
NØTTEVEIEN,Hele,25.04.2023,07.00-19.00,59.9425226,10.6396635
OBERST ANGELLS VEI,Hele,22.05.2023,07.00-19.00,59.9615704,10.661256
OBERST RODES VEI,Nordstrandsveien – Munkerudvollen,17.04.2023,07.00-19.00,59.8666956,10.8089803
OBERST RODES VEI,Raschvei – Nordstrandveien,23.04.2023,19.00-07.00,59.8666956,10.8089803
OBSERVATORIE TERRASSE,Observatoriegata – Munkedamsveien,13.04.2023,07.00-19.00,59.9127677,10.7161864
OBSERVATORIEGATA,Parkveien – Ruseløkkveien,14.04.2023,07.00-19.00,59.9132148,10.7209134
ODALSGATA,Hedmarksgata – Til Nr 23,11.05.2023,07.00-19.00,59.9100974,10.7864616
ODD HASSELS VEI,Hele,05.05.2023,07.00-19.00,59.9576161,10.7444608
ODINS GATE,Thomas Heftyes Gate – Gyldenløves Gt,13.04.2023,07.00-19.00,59.9199936,10.7091081
ODVAR SOLBERGS VEI,Hele,09.05.2023,07.00-19.00,59.9672814,10.9015931
OGMUNDS VEI,Hele,26.04.2023,07.00-19.00,59.9499004,10.7862221
OLA NARR,Frydensgate – Finnmarksgata,03.05.2023,07.00-19.00,59.9245905,10.7773523
OLA NARR,P-Plass Ola Narr – Televåggata,03.05.2023,07.00-19.00,59.9245905,10.7773523
OLAF BULLS VEI,Hele,20.04.2023,19.00-07.00,59.9665759,10.6444797
OLAF HELSETS VEI,,25.04.2023,19.00-07.00,59.865979,10.8411724
OLAF RYES PLASS V/SOFIENBERGGATA,Markveien – Thv Meyers Gate,12.05.2023,07.00-19.00,59.92282049999999,10.7582374
OLAF SCHOUS VEI,Konghellegata – Båhusveien,02.05.2023,07.00-19.00,59.9307367,10.7828775
OLASRUDVEIEN,Hele,27.04.2023,07.00-19.00,59.8534934,10.8287381
OLAUS FJØRTOFTS VEI,Hele,04.05.2023,07.00-19.00,59.9585772,10.9272948
OLAV AUKRUST VEI,Hele,10.05.2023,07.00-19.00,59.9566771,10.6563626
OLAV AUKRUSTS VEI,Hele,22.05.2023,07.00-19.00,59.9566771,10.6563626
OLAV BJAALANDS VEI,Hele,24.04.2023,07.00-19.00,59.9319947,10.6666779
OLAV HEGNAS VEI,Lørenveien – Vidsynveien / Ende,03.05.2023,07.00-19.00,59.9357894,10.7874122
OLAV KYRRES GATE,Ingegjerds Gt – Ende,13.04.2023,07.00-19.00,59.9184537,10.6940484
OLAV KYRRES GATE,Drammensveien – Jernbanebrua/Ingegjerds Gt,17.04.2023,07.00-19.00,59.9184537,10.6940484
OLAV M. TROVIKSVEI,Hele,09.05.2023,07.00-19.00,59.9654498,10.731559
OLAV NYGARDS VEG,Hele,04.05.2023,07.00-19.00,59.8878007,10.8557965
OLAVES HVERVENS VEI,Hele (Til snuplass),26.04.2023,07.00-19.00,59.8414864,10.8027672
OLE BRUMMS VEI,Hele,24.04.2023,07.00-19.00,59.9501341,10.9132151
OLE BULLS GATE,Joh. Svendsens Gt – Chr. Michelsens Gt,04.05.2023,19.00-07.00,59.9321586,10.7679566
OLE FLADAGERS GATE,Trapp V/Middelth. Gt – Industrigt,18.04.2023,07.00-19.00,59.9251939,10.7167782
OLE JACOB BROCHS GATE,Eugéne Hanssens Gt – Gen. Birchs Gt.,10.05.2023,07.00-19.00,59.9327536,10.7386953
OLE MESSELTS VEI,Hele,04.05.2023,07.00-19.00,59.92401,10.8704916
OLE MOES VEI,Hele,17.04.2023,07.00-19.00,59.8550033,10.8057075
OLE VIGS GATE,Kirkeveien – Rosenborggata,17.04.2023,07.00-19.00,59.9282329,10.7201517
OLE VIGS GATE,Harald Hårfagres Gt – Kirkeveien,19.04.2023,07.00-19.00,59.9282329,10.7201517
OLE WINGERS VEI,Hele,24.04.2023,07.00-19.00,59.9554648,10.8610797
OLLEVEIEN,Hele,19.04.2023,07.00-19.00,59.8942476,10.7904368
OLUF ONSUMS VEI,Hele,19.04.2023,07.00-19.00,59.8969345,10.7996483
OMBERGVEIEN,Hele,26.05.2023,07.00-19.00,59.9201335,10.6386096
OMSENS GATE,Torshovgata – Krebs Gate,09.05.2023,07.00-19.00,59.9347767,10.7659837
OPPLANDGATA,Strømsveien – Enebakkveien,11.05.2023,07.00-19.00,59.9072651,10.7852563
OPPSAL TERRASSE,Hele,09.05.2023,07.00-19.00,59.8925783,10.8353985
OPPSALSTUBBEN,Hele,02.05.2023,07.00-19.00,59.897723,10.849176
OPPSALTOPPEN,Hele,02.05.2023,07.00-19.00,59.8963841,10.8513387
OPPSALVEIEN,Hele,09.05.2023,07.00-19.00,59.8909985,10.8364819
ORELIVEIEN,Hele,11.05.2023,07.00-19.00,59.933328,10.816193
ORIONVEIEN,Hele,04.05.2023,07.00-19.00,59.9547918,10.7849856
ORKNØYGATA,Islandsgata – Fridtjovs Gate,11.05.2023,07.00-19.00,59.9070875,10.7906804
ORREVEIEN,Hele,22.05.2023,07.00-19.00,59.9707512,10.6539779
OSCAR BRAATENS GATE,Sandakerveien – Anna Sethnes Gt,09.05.2023,07.00-19.00,59.9321716,10.7634787
OSCAR DAHLS VEI,Hele,28.04.2023,07.00-19.00,59.8539002,10.8377148
OSCARS GATE,Gustavs Gate – Homansbakken,27.04.2023,07.00-19.00,59.9201713,10.7232048
OSCARS GATE,"Frognervn – Pilestredet, Ink Stikkvei Til Nr 8",27.04.2023,07.00-19.00,59.9201713,10.7232048
OSET,P-plass,23.04.2023,19.00-07.00,59.9720486,10.7891862
OSTADALSVEIEN,Hele,27.04.2023,07.00-19.00,59.9420555,10.6470565
OSTERHAUS` GATE,Møllergata – Storgata,11.05.2023,19.00-07.00,59.9168941,10.7530849
OTHILLIE TONNINGS VEI,Hele,26.04.2023,07.00-19.00,59.9526411,10.7726444
OTTAR BIRTINGS GATE,Drammensveien – Halvdan Svartes Gate,15.05.2023,07.00-19.00,59.920086,10.6941272
OTTO BLEHRS VEI,Hele,28.04.2023,07.00-19.00,59.9467408,10.7986242
OTTO SOGNS VEI,Rugveien – Wetlesensvei,28.04.2023,07.00-19.00,59.899314,10.8198739
OTTO SOGNS VEI,Wetlesensvei – Rognerudveien,02.05.2023,07.00-19.00,59.899314,10.8198739
OVE KRISTIANSENS VEI,Hele,25.04.2023,07.00-19.00,59.9406383,10.6392352
P-PLASS BANAN,Hele,18.04.2023,19.00-07.00,59.9421212,10.7776794
P-PLASS SKAR,Hele,19.04.2023,19.00-07.00,59.9421212,10.7776794
P-PLASS TOM MURSTADBAKKE,Hele,18.04.2023,19.00-07.00,59.9421212,10.7776794
P. T. MALLINGS VEI,Hele,21.04.2023,07.00-19.00,59.8988117,10.6843131
P.A. MUNCHS VEI,Hele,03.05.2023,07.00-19.00,59.9454011,10.7474542
PAAL BERGS VEI,Hele,10.05.2023,07.00-19.00,59.8731996,10.83546
PARELIUSVEIEN,Hele,17.04.2023,07.00-19.00,59.8775512,10.7826558
PARKDAMMEN,Hele,12.05.2023,07.00-19.00,59.9472868,10.6790476
PARKERING TRASOPP,PARKERING TRASOPP,09.05.2023,19.00-07.00,59.9041355,10.8511853
PARKVEIEN,Pilestredet – Wergelands Veien,16.04.2023,19.00-07.00,59.9175986,10.7238279
PARKVEIEN,Munkedamsvn – Henrik Ibsens Gt,14.04.2023,07.00-19.00,59.9175986,10.7238279
PASTOR BLAAUWS VEI,Hele,03.05.2023,07.00-19.00,59.9589246,10.8858008
PASTOR FANGENS VEI,Hele,03.05.2023,07.00-19.00,59.9450272,10.7438352
PAVELS` GATE,Anton Schjøths Gt. – Vallegata.,10.05.2023,07.00-19.00,59.9301428,10.738148
PEDER ANKERS VEI,Hele,09.05.2023,07.00-19.00,59.9687975,10.7512629
PEDER CLAUSSØNNS GATE,Munchs Gt – St Olavs Gt,09.05.2023,19.00-07.00,59.9175552,10.7418166
PEDER GRØNS VEI,Hele,09.05.2023,07.00-19.00,59.9653612,10.7653547
PEDER GRØNS VEI,Hele,11.05.2023,07.00-19.00,59.9653612,10.7653547
PER GYNTS VEI,Hele,20.04.2023,07.00-19.00,59.9447675,10.7295738
PER KROHGS VEI,Hele,08.05.2023,07.00-19.00,59.935654,10.9281586
PER KVIBERGS GATE,Åsengata – Torshovgata,25.04.2023,07.00-19.00,59.9351506,10.7689443
PERNILLES VEI,Hele,10.05.2023,07.00-19.00,59.9480284,10.653818
PERSBRÅTAN,Hele,02.05.2023,07.00-19.00,59.9444744,10.6612868
PERSVEIEN,Hele,24.04.2023,19.00-07.00,59.9243349,10.8239899
PETER AAS` VEI,Hele,05.05.2023,07.00-19.00,59.9071983,10.8291907
PETER MØLLERS VEI,Haslevangen – Dag Hammarskjølds Vei,24.04.2023,19.00-07.00,59.9308496,10.7930979
PILESTREDET,35 P-Plass V/Gjensidige Gården – Holbergs Gt,08.05.2023,19.00-07.00,59.9238037,10.7314655
PILESTREDET,Louises Gate – Fagerborggata,17.04.2023,19.00-07.00,59.9238037,10.7314655
PILESTREDET,St. Olavs Gate – Holbergs Gate,02.05.2023,19.00-07.00,59.9238037,10.7314655
PILESTREDET,Holbergs Gt – Louises Gate,02.05.2023,19.00-07.00,59.9238037,10.7314655
PILESTREDET,33 P-Plass Vav/Shellgården – Edvard Storms Gate,03.05.2023,19.00-07.00,59.9238037,10.7314655
PILESTREDET,Fagerborggata – Ullevålsveien Ink. Stikk Til Nr 92-98,10.05.2023,07.00-19.00,59.9238037,10.7314655
PILOTVEIEN,Hele,10.05.2023,07.00-19.00,59.949994,10.658827
PILVEIEN,Hele,05.05.2023,07.00-19.00,59.954471,10.7355061
PLANTEVEIEN,Hele,16.05.2023,07.00-19.00,59.9602304,10.6997262
PLATOUS GATE,Schweigaards Gt – Urtegata,12.05.2023,07.00-19.00,59.9116413,10.7655377
PLATÅVEIEN,Hele,26.04.2023,07.00-19.00,59.953085,10.7834184
PLOGVEIEN,Hele,24.04.2023,19.00-07.00,59.8961982,10.8157079
PONTOPPIDANS GATE,Uelands Gate – Stockfleths Gt (Rest G/S Vei),04.05.2023,07.00-19.00,59.9366408,10.7521378
PORFYRVEIEN,Hele,27.04.2023,07.00-19.00,59.9429513,10.6489391
POSTDAMVEIEN,Hele,24.04.2023,07.00-19.00,59.8622836,10.811041
POTTEMAKERVEIEN,Hele,24.04.2023,07.00-19.00,59.9507226,10.850619
PRESIDENT HARBITZ` GATE,Løvenskiolds Gt – Skovveien,27.04.2023,07.00-19.00,59.9197408,10.7161453
PRESIDENTGATA,Oscar Braathens Gt – Torshovgata,04.05.2023,07.00-19.00,59.9326223,10.7660548
PRESTEGÅRDSVEIEN,Hele inn til nr 21,20.04.2023,07.00-19.00,59.9386459,10.726238
PRINSDALSFARET,Hele,26.04.2023,07.00-19.00,59.8274548,10.8053976
PRINSSESSEALLEN`,Hele,24.05.2023,07.00-19.00,59.9249445,10.6862979
PRIORVEIEN,Monolitveien-Sørkedalsveien,19.04.2023,07.00-19.00,59.9347457,10.6836062
PRIORVEIEN,Hele,19.04.2023,07.00-19.00,59.9347457,10.6836062
PROBLEMVEIEN,Hele,16.04.2023,19.00-07.00,59.9420599,10.7207206
PROFESSOR BIRKELANDS VEI,Hele,11.05.2023,19.00-07.00,59.939748,10.8809586
PROFESSOR DAHLS GATE,Schives Gate – Bogstadvn/Hegdehaugsvn,18.04.2023,07.00-19.00,59.9238402,10.7176052
PROFESSOR DAHLS GATE,Kirkeveien – Majorstuveien,26.04.2023,07.00-19.00,59.9238402,10.7176052
PROFESSOR LOCHMANNS GATE,Kirkegårds Gate – Skjeldrups Gate,12.05.2023,07.00-19.00,59.9202364,10.7659838
PROMENADEN,Hele,05.05.2023,07.00-19.00,59.9056835,10.8297966
PROST HALLINGS VEI,Hele,10.05.2023,07.00-19.00,59.9162439,10.8214664
PROTONVEIEN,Hele,28.04.2023,07.00-19.00,59.8871293,10.8382114
RABAKKEN,Hele,11.05.2023,07.00-19.00,59.9591814,10.7594834
RADARVEIEN,Hele,21.04.2023,07.00-19.00,59.8756809,10.8071536
RADIOVEIEN,Hele,09.05.2023,07.00-19.00,59.9682745,10.7738424
RAGNA NIELSENS VEI,Hele,17.04.2023,07.00-19.00,59.9477163,10.8254729
RAGNFRIDS VEI,Hele,20.04.2023,07.00-19.00,59.9211732,10.8431993
RAGNHILD SCHIBBYES VEI,Hele,28.04.2023,07.00-19.00,59.975126,10.9279556
RANUNKEVEIEN,Hele,09.05.2023,07.00-19.00,59.9621046,10.7437301
RAPPVEIEN,Hele,05.05.2023,07.00-19.00,59.9097391,10.8359469
RASCHS VEI,Oberst Rhodesvei – Snuplass,18.04.2023,07.00-19.00,59.880156,10.7995123
RASCHS VEI,Oberst Rhodesvei – Kongsveien,17.04.2023,19.00-07.00,59.880156,10.7995123
RASMUS ENGERS VEI,Hele,26.04.2023,07.00-19.00,59.9547329,10.8570834
RASMUS WINDERENS VEI,Hele,09.05.2023,19.00-07.00,59.9412295,10.7102308
RASMUSBAKKEN,Hele,25.04.2023,07.00-19.00,59.956889,10.8795039
RATHKES GATE,Herslebs Gate– Sofienberg Gate,12.05.2023,07.00-19.00,59.9213229,10.7647491
RAUKVEIEN,Hele,28.04.2023,07.00-19.00,59.8931573,10.8095905
RAVNKOLLBAKKEN,Hele,09.05.2023,07.00-19.00,59.9650365,10.8909456
RAVNKROKEN,Hele,25.04.2023,07.00-19.00,59.8366668,10.7896463
RAVNÅSVEIEN,Hele,25.04.2023,07.00-19.00,59.8371117,10.7926465
REFSTAD ALLÉ,Hele,17.04.2023,07.00-19.00,59.941054,10.802434
REFSTADSVINGEN,Hele,12.05.2023,07.00-19.00,59.9433242,10.8151629
REFSTADVEIEN,Hele,13.04.2023,19.00-07.00,59.9420302,10.8155368
REGNBUEVEIEN,Hele,10.05.2023,07.00-19.00,59.9162208,10.8193527
REICHWEINS GATE,Parkveien – Huitfeldts Gate,13.04.2023,07.00-19.00,59.912242,10.7206102
REKTORHAUGEN,Hele,05.05.2023,07.00-19.00,59.9525457,10.7437677
REVEFARET,Hele,04.05.2023,07.00-19.00,59.9582376,10.7939533
RIBBUNGGATA,Konows Gate – Ryenbergveien,28.04.2023,07.00-19.00,59.9022793,10.7772046
RIBSTONVEIEN,Hele,15.05.2023,07.00-19.00,59.9354067,10.7962396
RIDDERVOLDS GATE,Parkveien – Skovveien,13.04.2023,19.00-07.00,59.9186976,10.7221437
RIDDERVOLDS PLASS,Hele,19.04.2023,07.00-19.00,59.9190812,10.7194939
RIMVEIEN,Hele,10.05.2023,07.00-19.00,59.9174689,10.8202441
RINGGATA,Tøyengata – Snuplass.,12.05.2023,07.00-19.00,59.9158429,10.7743906
RINGNESVEIEN,Hele,23.04.2023,19.00-07.00,59.9592156,10.9045272
RINGSHUSVEIEN,Hele,21.04.2023,07.00-19.00,59.8765094,10.8004364
RIS SKOLVEI,Hele,15.05.2023,07.00-19.00,59.9447112,10.7064787
RISALLEÈN,Hele,15.05.2023,07.00-19.00,59.9482195,10.6974055
RISBAKKEN,Hele,15.05.2023,07.00-19.00,59.9457736,10.7010911
RISBEKKVEIEN,Hele,15.05.2023,07.00-19.00,59.9559226,10.7099099
RISLØKKALLÉEN,Hele,11.05.2023,07.00-19.00,59.9331341,10.8205176
RISLØKKFARET,Hele,11.05.2023,07.00-19.00,59.9347463,10.8234309
RISLØKKVEIEN,Hele,11.05.2023,07.00-19.00,59.9307798,10.8159861
ROBERT MILLARS VEI,Hele,18.04.2023,07.00-19.00,59.886255,10.8051022
RODES PLASS,26 M Til Ende,12.05.2023,07.00-19.00,59.9239911,10.7677625
ROGNERUDVEIEN,Hele,02.05.2023,07.00-19.00,59.9000938,10.8239889
ROLF HOFMOS GATE,Hedmarksgata – Ensjøveien,12.05.2023,07.00-19.00,59.9126268,10.7876173
ROLF WIVKSTRØMS VEI,Tåsenlokket,18.04.2023,19.00-07.00,59.9523078,10.761012
ROLF WIVKSTRØMS VEI,Ned til snuplass,26.04.2023,07.00-19.00,59.9523078,10.761012
ROMMENSLETTA,P-Plass,20.04.2023,19.00-07.00,59.9551077,10.9070428
ROMMIBAKKEN,"Hele, privat gangvei",28.04.2023,07.00-19.00,59.965519,10.9072554
ROMMISKOGEN,Hele,09.05.2023,07.00-19.00,59.9655996,10.9032678
ROMSÅSVEIEN,Hele,09.05.2023,07.00-19.00,59.9606248,10.8908517
ROSENBERGVEIEN,Hele,27.04.2023,07.00-19.00,59.9608864,10.8805472
ROSENBORGGATA,Bogstadveien – Pilestredet,19.04.2023,07.00-19.00,59.9265195,10.7255604
ROSENDALSVEIEN,Hele,14.04.2023,07.00-19.00,59.8569256,10.7988367
ROSENHOFFGATA,Fagerheimsgata – Sinsenveien,18.04.2023,19.00-07.00,59.9296504,10.774207
ROSENHOLM,PARKERING,10.05.2023,19.00-07.00,59.8234734,10.7977183
ROSENHOLMVEIEN,Hele,26.04.2023,19.00-07.00,59.8236612,10.7963157
ROSENLUNDGATA,Feddersens Gt – Ende/President Gt,04.05.2023,07.00-19.00,59.933023,10.7637841
ROSEVEIEN,Hele,15.05.2023,07.00-19.00,59.9341726,10.7972876
ROSINGS GATE,Ullevålsveien – Akersveien G/S Vei,20.04.2023,07.00-19.00,59.9196351,10.7447837
ROSTEDS GATE,Fredensborgvn – Møllergata,11.05.2023,19.00-07.00,59.9194415,10.7495427
ROSTOCKGATA,Hele,20.04.2023,19.00-07.00,59.907269,10.760701
ROVERUDS GATE,Edvard Griegs Allé – Nordkappgata,09.05.2023,07.00-19.00,59.938306,10.7763187
RUBINA RANAS GATE,Tøyenbekken – Platous gate,08.05.2023,19.00-07.00,59.9115681,10.7632452
RUGDESTIEN,Hele,16.05.2023,07.00-19.00,59.949241,10.7089244
RUGDEVEIEN,Hele,16.05.2023,07.00-19.00,59.950432,10.7102658
RUGVEIEN,Hele,28.04.2023,07.00-19.00,59.8956162,10.8181423
RUINPARKEN,Egedes Gate – Oslo Gate,03.05.2023,07.00-19.00,59.90589490000001,10.7684984
RUNDHAUGVEIEN,Hele,09.05.2023,07.00-19.00,59.9674458,10.7969336
RUNDINGEN,Hele,13.04.2023,07.00-19.00,59.8700869,10.7852469
RUNDTJERNVEIEN,Hele,20.04.2023,07.00-19.00,59.9121061,10.8577097
RUSELØKKVEIEN,Haakon Vii`S Gt – Cort Adelers Gate,09.05.2023,19.00-07.00,59.9131229,10.7270807
RUSELØKKVEIEN,Munkedamsveien – Cort Adelers Gate,17.04.2023,19.00-07.00,59.9131229,10.7270807
RUSTADGRENDA,Hele,10.05.2023,07.00-19.00,59.8729578,10.8450026
RUSTADSAGA,RUSTADSAGA,09.05.2023,19.00-07.00,59.8714634,10.8724224
RUSTADSAGA,Hele,10.05.2023,07.00-19.00,59.8714634,10.8724224
RUTHS VEI,Hele,08.05.2023,07.00-19.00,59.9507443,10.9298412
RYENBERGVEIEN,Valhallveien – Enebakkveien,11.05.2023,19.00-07.00,59.9014267,10.7851074
RYENBERGVEIEN,Konows Gate – Valhallveien,28.04.2023,07.00-19.00,59.9014267,10.7851074
RYENSTUBBEN,Hele,03.05.2023,07.00-19.00,59.8973465,10.8057415
RYENSVINGEN,Hele,28.04.2023,07.00-19.00,59.8928165,10.8055401
RYGHS VEI,Hele,22.05.2023,07.00-19.00,59.9578187,10.6580575
RÅDYRVEIEN,Hele,18.04.2023,07.00-19.00,59.9454227,10.8533417
RØA IDRETTSPARK,P-plass,19.04.2023,19.00-07.00,59.9094557,10.7819585
RØA TERRASSE,Hele,27.04.2023,07.00-19.00,59.9511427,10.6410738
RØAHAGAN,Hele,27.04.2023,07.00-19.00,59.951007,10.646994
RØAHELLINGA,Hele,27.04.2023,07.00-19.00,59.9537959,10.6406475
RØATOPPEN,Hele,27.04.2023,07.00-19.00,59.9531378,10.635677
RØAVEIEN,Hele,27.04.2023,07.00-19.00,59.9443483,10.6443427
RØDBERGVEIEN,Hele,18.04.2023,19.00-07.00,59.946104,10.8264951
RØDBRÅTBAKKEN,Hele,08.05.2023,07.00-19.00,59.9589992,10.750765
RØDSTUVEIEN,Sinsenveien – Olaf Schous Vei,03.05.2023,07.00-19.00,59.9303027,10.7840094
RØDTVETKROKEN,Hele,24.04.2023,07.00-19.00,59.9545961,10.862732
RØDTVETVEIEN,Hele,25.04.2023,19.00-07.00,59.9523562,10.8597235
RØHRTS VEI,Hele,19.04.2023,07.00-19.00,59.8986837,10.7801205
RØNNINGVEIEN,Hele,09.05.2023,07.00-19.00,59.9669873,10.7903733
RØSLYNGVEIEN,Hele,23.05.2023,07.00-19.00,59.9654846,10.655206
S.H. LUNDHS VEI,Fredriksborgveien – Ende,08.05.2023,07.00-19.00,59.9020383,10.6766548
SAGSTUKROKEN,Hele,25.04.2023,07.00-19.00,59.9540867,10.8797968
SAGSTUVEIEN,Hele,03.05.2023,07.00-19.00,59.9544216,10.8849127
SAGVEIEN,Maridalsveien – Maridalsveien – Inkl Til Bro,04.05.2023,07.00-19.00,59.9305856,10.755662
SAM EYDES,Hele,11.05.2023,19.00-07.00,59.938171,10.8831403
SAMVIRKEVEIEN,Hele,20.04.2023,07.00-19.00,59.8869296,10.7787525
SANATORIEBAKKEN,Hele,13.04.2023,07.00-19.00,59.8666791,10.7878296
SANDAKERVEIEN,fra Ring 3 til Kristoffer Aamots gate,26.04.2023,07.00-19.00,59.9420143,10.7703014
SANDAKERVEIEN,Vitaminveien – Åsengata Inkl Til Nr 72,23.04.2023,19.00-07.00,59.9420143,10.7703014
SANDAKERVEIEN,58 B - 60( Til Brannstasjonen),26.04.2023,07.00-19.00,59.9420143,10.7703014
SANDAKERVEIEN,Marcus Thranes Gt – Vogts Gt,04.05.2023,07.00-19.00,59.9420143,10.7703014
SANDAKERVEIEN,Biermannsgt – Marcus Thranes Gt,04.05.2023,19.00-07.00,59.9420143,10.7703014
SANDEFJORDGATA,Ende Nedenfor Hortengt – Kongsvingergt,09.05.2023,07.00-19.00,59.9395178,10.7516429
SANDERMOSVEIEN,Hele,11.05.2023,19.00-07.00,60.019075,10.7966181
SANDSTUVEIEN,Ekebergveien – Erlandstuveien,17.04.2023,19.00-07.00,59.885894,10.7946419
SANDSTUVEIEN,Erlandstuveien – Enebakkveien,18.04.2023,19.00-07.00,59.885894,10.7946419
SANDSTUVEIEN,Fra Ekebergveien – Jomfrubråtveien,20.04.2023,07.00-19.00,59.885894,10.7946419
SANDÅSVEIEN,Hele,26.04.2023,07.00-19.00,59.9537194,10.8522749
SANNERGATA,Sannerbrua – Fagerheimgate,10.05.2023,19.00-07.00,59.9285249,10.7613766
SARABRÅTVEIEN,Hele,04.05.2023,07.00-19.00,59.890002,10.8553691
SARPSBORGGATA,Maridalsveien – Stavangergata,04.05.2023,07.00-19.00,59.9418756,10.7588853
SARS` GATE,Hele,27.04.2023,19.00-07.00,59.9208824,10.7707057
SATURNVEIEN,Hele,04.05.2023,07.00-19.00,59.95699,10.780928
SAXEGAARDSGATA,Trapp V/Oslo Gate,11.05.2023,07.00-19.00,59.9043335,10.766433
SAXEGAARDSGATA,Oslo Gate – Kanslergata,11.05.2023,07.00-19.00,59.9043335,10.766433
SCHAFTEGATA,Hele (Schafteløkken),14.04.2023,07.00-19.00,59.9214535,10.7040693
SCHIVES GATE,Gyldenløves Gt – Professor Dahls Gt,18.04.2023,07.00-19.00,59.9222219,10.7138076
SCHLEPPEGRELLS GATE,Fagerheimgata – Markveien,09.05.2023,19.00-07.00,59.9272406,10.7611049
SCHOUTERRASSEN,Båhusveien – Olaf Schous Vei,03.05.2023,07.00-19.00,59.9308223,10.7810841
SCHULTZ` GATE,Suhms Gate – Bogstadveien,20.04.2023,07.00-19.00,59.9285454,10.7227326
SCHWACHS GATE,Kirkeveien – Jacob Aalls Gt,10.05.2023,07.00-19.00,59.9320266,10.7250907
SCHWEIGAARDS GATE,St. Halvards Gate – Enden,12.05.2023,07.00-19.00,59.9085496,10.7686352
SCHWEIGAARDS GATE,St Halvards Gt – Ende Blindvei,12.05.2023,07.00-19.00,59.9085496,10.7686352
